"Participant","RT","symb1","symb2","choice","condition"
"P24",1.16634978384,"E","A","A","N"
"P24",0.766464146887,"A","E","A","N"
"P24",1.01638149187,"D","B","B","N"
"P24",1.46624238615,"B","F","F","N"
"P24",1.16633445463,"D","E","E","N"
"P24",1.21632347426,"B","C","C","N"
"P24",0.883109847295,"A","C","A","N"
"P24",0.94972603815,"F","E","E","N"
"P24",1.29960363005,"B","E","E","N"
"P25",1.38294335928,"F","D","F","N"
"P25",1.13304985282,"B","E","E","N"
"P25",1.13301274948,"C","F","C","N"
"P25",1.08304068751,"F","A","A","N"
"P25",0.966396712818,"F","E","F","N"
"P25",0.833082475008,"C","E","E","N"
"P25",1.16631668365,"A","F","A","N"
"P25",0.616503419886,"A","D","A","N"
"P25",0.616525314374,"A","E","A","N"
"P25",0.683132475951,"B","A","A","N"
"P25",1.34972329485,"D","E","E","N"
"P25",0.683140048794,"E","C","E","N"
"P25",1.13300988335,"B","D","D","N"
"P25",1.26630524017,"E","A","A","N"
"P25",0.91641725244,"B","F","F","N"
"P25",0.73312776172,"E","D","E","N"
"P25",0.783004257846,"E","F","E","N"
"P25",0.716463781235,"A","B","A","N"
"P25",0.866419804286,"C","A","A","N"
"P25",0.766445479188,"D","B","B","N"
"P25",0.783148734416,"D","C","C","N"
"P25",0.883089673425,"A","C","A","N"
"P25",0.666470901455,"F","C","C","N"
"P25",0.866438363475,"E","B","E","N"
"P25",0.96639458352,"F","B","B","N"
"P25",0.733143523947,"B","C","B","N"
"P25",0.883116018995,"D","A","A","N"
"P25",0.84976331846,"D","F","F","N"
"P25",0.916389908383,"C","D","C","N"
"P25",0.833113695709,"C","B","C","N"
"P25",0.616486953906,"C","B","C","N"
"P25",0.583188430206,"C","F","C","N"
"P25",0.933086207297,"E","D","E","N"
"P25",0.799857950475,"D","B","D","N"
"P25",0.999748700578,"F","B","B","N"
"P25",0.583176174703,"A","B","B","N"
"P25",0.749765342494,"E","F","E","N"
"P25",0.483172670985,"B","E","E","N"
"P25",0.849700477065,"D","F","D","N"
"P25",0.716500207891,"C","A","C","N"
"P25",0.966401750356,"F","E","E","N"
"P25",0.89979828498,"B","A","B","N"
"P25",0.799778131826,"F","D","F","N"
"P25",0.883088987721,"E","C","C","N"
"P25",0.633164717692,"D","C","C","N"
"P25",0.516537130785,"F","C","C","N"
"P25",0.916431119949,"B","D","B","N"
"P25",1.03302283659,"E","A","A","N"
"P25",1.24962759668,"C","D","D","N"
"P25",0.533198347388,"A","D","D","N"
"P25",0.916383102449,"B","C","B","N"
"P25",0.849785477607,"D","E","D","N"
"P25",1.0997334406,"F","A","F","N"
"P25",1.08302200502,"D","A","D","N"
"P25",1.14966426093,"A","F","F","N"
"P25",1.04972639857,"A","E","E","N"
"P25",0.849801191715,"E","B","E","N"
"P25",1.11644101157,"A","C","A","N"
"P25",0.849724888816,"B","F","F","N"
"P25",0.899724613631,"C","E","C","N"
"P25",0.549857579048,"E","C","C","N"
"P25",0.516493158349,"C","E","C","N"
"P25",0.69981105777,"C","A","C","N"
"P25",0.799745918655,"B","D","D","N"
"P25",0.549870463117,"A","D","D","N"
"P25",0.549856788082,"C","D","D","N"
"P25",0.983029959814,"B","E","E","N"
"P25",0.916400843602,"F","A","F","N"
"P25",1.04969002606,"E","A","A","N"
"P25",0.566520311426,"B","A","A","N"
"P25",1.0830375507,"E","D","D","N"
"P25",0.949732912784,"F","E","E","N"
"P25",1.01642622075,"D","C","C","N"
"P25",0.44997910249,"B","C","C","N"
"P25",1.199632347,"E","F","E","N"
"P25",0.483189305385,"D","E","E","N"
"P25",1.29961223295,"A","C","A","N"
"P25",0.466503436426,"D","A","A","N"
"P25",0.833165541742,"C","B","C","N"
"P25",0.733108192013,"A","B","A","N"
"P25",0.966415250954,"D","B","B","N"
"P25",0.949660751194,"C","F","F","N"
"P25",0.949715505463,"F","B","B","N"
"P25",0.666475975086,"F","C","F","N"
"P25",0.516517903932,"D","F","F","N"
"P25",0.516590173796,"A","F","F","N"
"P25",1.13301445172,"A","E","E","N"
"P25",0.799815535913,"F","D","F","N"
"P25",1.04968367424,"E","B","B","N"
"P25",0.699791963249,"B","F","B","N"
"P25",0.916371583779,"C","E","C","N"
"P25",0.583144764532,"A","C","C","N"
"P25",0.433164991373,"C","F","C","N"
"P25",0.833131364685,"D","A","A","N"
"P25",0.733153379475,"F","B","F","N"
"P25",0.899748989297,"B","D","D","N"
"P25",0.733169433428,"A","B","A","N"
"P25",0.899742451027,"B","C","C","N"
"P25",1.01635773431,"F","A","A","N"
"P25",0.816443916796,"B","F","F","N"
"P25",0.866429957558,"C","A","C","N"
"P25",0.549867287213,"F","C","C","N"
"P25",0.716494310214,"E","C","C","N"
"P25",0.783164379347,"D","B","D","N"
"P25",0.89975343737,"E","A","E","N"
"P25",0.683194989531,"C","D","D","N"
"P25",0.816446277673,"E","B","E","N"
"P25",0.599866518798,"E","D","E","N"
"P25",0.49984672654,"B","E","E","N"
"P25",0.549922297116,"D","E","E","N"
"P25",0.649821510284,"E","F","E","N"
"P25",0.866438285284,"A","F","F","N"
"P25",0.883072939778,"A","D","D","N"
"P25",1.11635461856,"B","A","B","N"
"P25",0.583211987832,"C","B","B","N"
"P25",0.899777864161,"D","C","C","N"
"P25",0.666470516499,"A","E","E","N"
"P25",1.03303327256,"F","D","F","N"
"P25",0.716473958564,"F","E","F","N"
"P25",0.499857514391,"D","F","F","N"
"P25",0.499885625348,"A","F","F","N"
"P25",0.649876357787,"F","D","F","N"
"P25",0.982909043883,"A","C","C","N"
"P25",0.816446485191,"A","D","D","N"
"P25",0.79979596621,"F","C","F","N"
"P25",0.916389168542,"C","D","C","N"
"P25",0.566505141673,"E","C","C","N"
"P25",0.599860485781,"C","A","C","N"
"P25",0.516532357906,"B","C","C","N"
"P25",0.699816498309,"E","D","E","N"
"P25",0.749797748147,"C","E","E","N"
"P25",0.799776038613,"D","A","D","N"
"P25",0.533209941241,"D","F","F","N"
"P25",0.933075046523,"A","B","A","N"
"P25",0.966446140832,"B","F","F","N"
"P25",1.06634331793,"B","E","E","N"
"P25",0.79977497998,"F","A","F","N"
"P25",1.11629855603,"E","B","E","N"
"P25",1.18299560832,"E","F","F","N"
"P25",0.716522730945,"C","B","C","N"
"P25",0.666483400564,"A","E","E","N"
"P25",1.01638161073,"F","B","F","N"
"P25",1.11633916911,"B","A","A","N"
"P25",0.799831105662,"F","E","E","N"
"P25",0.783122674558,"C","F","F","N"
"P25",0.866428859827,"D","B","D","N"
"P25",0.783085679486,"D","E","E","N"
"P25",0.64980057819,"B","D","D","N"
"P25",0.683263888004,"E","A","E","N"
"P25",0.733147367511,"D","C","C","N"
"P25",0.849761456826,"B","E","E","N"
"P25",0.583183534018,"E","F","E","N"
"P25",0.833128155697,"F","B","B","N"
"P25",0.899752787751,"A","E","E","N"
"P25",0.966359281665,"B","A","B","N"
"P25",0.799784634008,"B","D","B","N"
"P25",0.933102432678,"A","D","D","N"
"P25",0.883098882343,"C","D","C","N"
"P25",0.899761629753,"E","C","C","N"
"P25",0.783161528252,"B","F","B","N"
"P25",0.899724568517,"C","F","C","N"
"P25",0.866421175699,"E","B","B","N"
"P25",0.683161961329,"C","E","C","N"
"P25",0.916413989315,"D","F","F","N"
"P25",0.733108140885,"D","B","B","N"
"P25",0.933127945173,"A","B","A","N"
"P25",0.716479050236,"D","E","E","N"
"P25",0.733156197486,"E","A","A","N"
"P25",0.533204217998,"A","C","A","N"
"P25",0.849767162024,"C","A","A","N"
"P25",0.616524454235,"F","A","A","N"
"P25",0.716477829199,"E","D","E","N"
"P25",0.699817277247,"C","B","B","N"
"P25",0.999731843625,"A","F","A","N"
"P25",0.716462193282,"F","E","E","N"
"P25",0.649845046861,"F","D","F","N"
"P25",0.866399422564,"B","C","C","N"
"P25",0.816467420293,"D","A","D","N"
"P25",0.866427560592,"D","C","D","N"
"P25",0.749835663508,"F","C","F","N"
"P26",1.13302207569,"D","A","A","N"
"P26",1.28297535291,"F","D","F","N"
"P26",1.26626340605,"D","E","E","N"
"P26",1.49956697631,"A","D","D","N"
"P26",1.33293966158,"A","F","F","N"
"P26",1.66616982515,"B","E","B","N"
"P26",1.24964202359,"E","C","C","N"
"P26",1.36628213366,"F","B","F","N"
"P26",1.66616201472,"E","D","D","N"
"P26",1.68283822363,"A","E","A","N"
"P26",0.999882933651,"C","E","C","N"
"P26",NA,"A","B",NA,"N"
"P26",0.966225635049,"D","F","F","N"
"P26",1.14963520261,"D","C","C","N"
"P26",1.04973452781,"B","C","C","N"
"P26",0.933080228418,"C","F","C","N"
"P26",NA,"E","B",NA,"N"
"P26",0.999722231703,"C","A","C","N"
"P26",1.01639235046,"F","E","F","N"
"P26",1.01637720176,"B","A","A","N"
"P26",1.18300389695,"B","F","F","N"
"P26",1.41620268644,"D","B","B","N"
"P26",1.3829273745,"F","C","F","N"
"P26",0.8664482972,"C","D","C","N"
"P26",1.1496666609,"E","A","A","N"
"P26",0.833062766962,"F","A","F","N"
"P26",1.11633267294,"A","C","C","N"
"P26",1.21629048695,"B","D","D","N"
"P26",0.733107864198,"C","B","C","N"
"P26",0.883071896182,"E","F","F","N"
"P26",0.716449790416,"A","F","F","N"
"P26",1.23293450074,"E","A","A","N"
"P26",0.983019701282,"A","D","D","N"
"P26",1.09973549471,"D","E","D","N"
"P26",0.783104737917,"E","D","D","N"
"P26",1.08299053469,"A","C","C","N"
"P26",1.23304605437,"B","D","D","N"
"P26",0.766469632297,"F","A","F","N"
"P26",0.649847119019,"F","B","F","N"
"P26",0.63317780025,"F","E","F","N"
"P26",1.04969155686,"E","C","C","N"
"P26",0.849831434985,"B","F","F","N"
"P26",0.833119388879,"B","C","C","N"
"P26",0.716510285974,"D","F","F","N"
"P26",0.716466671427,"C","B","C","N"
"P26",1.44955404864,"A","B","A","N"
"P26",1.13301738702,"A","E","A","N"
"P26",1.0663840092,"E","B","B","N"
"P26",1.03308104345,"D","C","C","N"
"P26",0.733186449777,"C","D","C","N"
"P26",0.816459522637,"C","E","C","N"
"P26",0.683108115321,"C","A","C","N"
"P26",1.19964609121,"B","E","E","N"
"P26",0.866426733533,"E","F","F","N"
"P26",1.01634115705,"D","B","D","N"
"P26",0.78310309583,"B","A","A","N"
"P26",0.983049445307,"C","F","C","N"
"P26",1.38289977181,"D","A","D","N"
"P26",0.799792152719,"F","D","F","N"
"P26",0.966343690861,"F","C","C","N"
"P26",0.916477657771,"E","D","E","N"
"P26",1.01638144532,"D","A","A","N"
"P26",1.1663379195,"B","D","D","N"
"P26",0.849751023859,"D","F","F","N"
"P26",0.633193568492,"F","B","F","N"
"P26",0.883026462106,"C","D","C","N"
"P26",0.716467967653,"A","C","C","N"
"P26",0.78313986534,"D","C","C","N"
"P26",1.08302334335,"D","B","D","N"
"P26",1.04963705522,"F","D","F","N"
"P26",0.816450175374,"B","C","C","N"
"P26",0.883112079187,"E","A","E","N"
"P26",0.766496290644,"F","C","C","N"
"P26",0.983076954772,"C","F","C","N"
"P26",0.733121812911,"A","F","F","N"
"P26",1.23296593798,"B","E","E","N"
"P26",1.16633109251,"A","D","A","N"
"P26",1.08300819164,"B","A","A","N"
"P26",0.833099374067,"B","F","F","N"
"P26",0.783105919858,"C","B","C","N"
"P26",1.16631926106,"F","E","F","N"
"P26",1.49958142728,"A","B","A","N"
"P26",0.916338510468,"E","F","F","N"
"P26",1.11634831788,"D","E","D","N"
"P26",1.04969369518,"A","E","A","N"
"P26",1.1163028026,"E","B","E","N"
"P26",1.04969461848,"E","C","C","N"
"P26",0.766486242635,"C","A","C","N"
"P26",0.583230667324,"C","E","C","N"
"P26",0.866421491488,"F","A","F","N"
"P26",0.983109261173,"E","D","E","N"
"P26",0.899744029954,"E","C","C","N"
"P26",1.06635076747,"D","A","A","N"
"P26",0.79972547678,"B","D","B","N"
"P26",0.899757280933,"B","C","C","N"
"P26",0.899750559203,"B","F","F","N"
"P26",0.749725285805,"C","D","C","N"
"P26",0.916434831186,"E","B","E","N"
"P26",0.983049941542,"F","D","F","N"
"P26",0.583183816723,"F","C","F","N"
"P26",1.34957974459,"B","A","B","N"
"P26",0.583181461863,"D","F","F","N"
"P26",0.683158653099,"F","A","F","N"
"P26",0.833144892349,"A","D","A","N"
"P26",0.916410338228,"C","E","C","N"
"P26",0.566540199921,"D","C","C","N"
"P26",0.516542108171,"C","F","C","N"
"P26",0.466510230337,"C","A","C","N"
"P26",1.09967322775,"E","A","E","N"
"P26",0.633186133991,"F","B","F","N"
"P26",1.03303526351,"A","E","A","N"
"P26",0.883040970213,"E","F","F","N"
"P26",1.01632805344,"D","B","D","N"
"P26",0.783109775453,"B","E","E","N"
"P26",0.833108709301,"A","C","A","N"
"P26",1.08302467265,"A","F","F","N"
"P26",0.8664677045,"A","B","A","N"
"P26",0.733088998244,"D","E","E","N"
"P26",0.899735091711,"F","E","F","N"
"P26",0.883106999545,"C","B","C","N"
"P26",1.21627464653,"B","A","A","N"
"P26",0.916401634568,"A","B","A","N"
"P26",0.766467933068,"B","C","C","N"
"P26",1.01636466055,"E","B","E","N"
"P26",0.716505928129,"C","B","C","N"
"P26",0.78315645162,"F","D","F","N"
"P26",1.41625530238,"B","D","D","N"
"P26",0.683209211926,"F","A","F","N"
"P26",0.549835988315,"F","B","F","N"
"P26",1.14967436909,"E","D","E","N"
"P26",0.849756861388,"E","A","E","N"
"P26",1.14963540111,"E","F","F","N"
"P26",0.684158753096,"C","D","C","N"
"P26",0.783112223546,"D","F","F","N"
"P26",0.66655359526,"C","F","C","N"
"P26",1.01633883828,"B","E","E","N"
"P26",0.566529673726,"C","E","C","N"
"P26",0.999736330792,"A","D","A","N"
"P26",0.683144785586,"B","F","F","N"
"P26",1.34961100739,"A","E","A","N"
"P26",0.816492442567,"E","C","E","N"
"P26",0.483227031275,"A","C","C","N"
"P26",0.699784297169,"A","F","F","N"
"P26",0.499856515904,"F","C","C","N"
"P26",0.566493941797,"F","E","F","N"
"P26",0.982997602283,"D","A","A","N"
"P26",0.916418097539,"C","A","C","N"
"P26",0.499881138183,"D","C","C","N"
"P26",1.51621966369,"D","E","E","N"
"P26",1.18300794202,"D","B","D","N"
"P26",0.783015175017,"F","C","F","N"
"P26",0.616504872502,"B","F","F","N"
"P26",0.916454593369,"E","D","E","N"
"P26",0.766482970492,"F","B","F","N"
"P26",1.23292759255,"A","D","A","N"
"P26",0.999713428797,"C","A","C","N"
"P26",1.26631498141,"D","E","E","N"
"P26",1.03308387349,"F","E","F","N"
"P26",0.833116306207,"C","E","C","N"
"P26",0.766449975376,"C","D","C","N"
"P26",1.41626122111,"D","A","A","N"
"P26",1.08304151758,"C","F","F","N"
"P26",0.616529236137,"A","F","F","N"
"P26",0.699803108988,"C","B","C","N"
"P26",0.899748294567,"E","B","E","N"
"P26",0.766558019272,"F","A","F","N"
"P26",0.833123445977,"B","C","C","N"
"P26",0.883091703477,"B","A","A","N"
"P26",1.28295002387,"E","C","C","N"
"P26",0.533208109684,"A","C","C","N"
"P26",0.749795645914,"E","F","F","N"
"P26",0.766458961742,"D","F","F","N"
"P26",0.716466779697,"D","C","C","N"
"P26",1.1329985722,"A","B","A","N"
"P26",1.13300005789,"B","D","D","N"
"P26",1.2329652252,"A","E","E","N"
"P26",0.966381690432,"D","B","D","N"
"P26",1.04969397187,"F","D","F","N"
"P26",1.09963761612,"B","E","E","N"
"P26",0.849769850716,"E","A","E","N"
"P27",1.14967542171,"D","E","E","N"
"P27",0.799697004921,"A","C","C","N"
"P27",0.866388502385,"D","C","C","N"
"P27",0.816465071447,"F","A","A","N"
"P27",0.849767122927,"D","A","A","N"
"P27",0.999730457175,"F","C","C","N"
"P27",0.733131945128,"B","C","C","N"
"P27",1.03305416555,"F","E","E","N"
"P27",0.816416091548,"B","A","A","N"
"P27",0.949739995413,"D","B","D","N"
"P27",1.01651368744,"A","F","A","N"
"P27",1.01636931012,"D","F","D","N"
"P27",1.19965946549,"E","C","E","N"
"P27",0.916390807623,"C","B","C","N"
"P27",1.13302105615,"E","B","E","N"
"P27",1.0663513028,"F","B","B","N"
"P27",1.11633633305,"B","E","E","N"
"P27",0.949737393939,"A","B","A","N"
"P27",0.849723048236,"C","F","C","N"
"P27",0.949731496261,"E","F","F","N"
"P27",0.683115700199,"C","A","A","N"
"P27",0.583175768694,"C","E","C","N"
"P27",1.04968984861,"A","D","A","N"
"P27",1.16638149194,"F","D","D","N"
"P27",0.866401001492,"B","D","D","N"
"P27",0.96632099638,"B","F","F","N"
"P27",1.06638440318,"E","D","D","N"
"P27",0.949718326485,"C","D","C","N"
"P27",0.733114555851,"E","A","A","N"
"P27",0.683155859144,"A","E","A","N"
"P27",0.799765337985,"D","C","C","N"
"P27",0.499855382082,"B","C","C","N"
"P27",0.983043872438,"B","F","F","N"
"P27",1.04972857599,"D","F","F","N"
"P27",0.866417449427,"B","A","A","N"
"P27",0.599881035928,"E","A","A","N"
"P27",1.01639040763,"D","B","D","N"
"P27",0.849756341094,"C","A","A","N"
"P27",0.749800460897,"A","D","A","N"
"P27",0.899751732124,"D","E","E","N"
"P27",0.799736075157,"F","A","A","N"
"P27",1.16636035233,"F","B","B","N"
"P27",1.08305069642,"F","D","D","N"
"P27",1.01639068732,"C","E","C","N"
"P27",1.36622200201,"A","B","A","N"
"P27",1.08303183348,"F","C","C","N"
"P27",0.733141866821,"C","D","C","N"
"P27",0.866429659816,"A","E","A","N"
"P27",1.03302153134,"A","C","C","N"
"P27",1.11633090454,"E","D","E","N"
"P27",0.999713961121,"C","B","C","N"
"P27",0.749802307493,"F","E","E","N"
"P27",0.69980759014,"E","B","E","N"
"P27",0.949734407507,"E","C","C","N"
"P27",0.899753993752,"B","D","D","N"
"P27",0.849764274839,"D","A","A","N"
"P27",1.04968495543,"B","E","E","N"
"P27",0.716514099465,"C","F","C","N"
"P27",0.866411894603,"E","F","E","N"
"P27",0.849766205644,"A","F","A","N"
"P27",0.683121673064,"F","A","A","N"
"P27",1.06636077037,"E","F","E","N"
"P27",1.01640555031,"A","D","A","N"
"P27",1.21632314824,"F","C","C","N"
"P27",0.883075487119,"D","A","A","N"
"P27",1.0996988455,"B","F","F","N"
"P27",1.29962437416,"B","D","D","N"
"P27",1.3496134615,"B","E","E","N"
"P27",0.949740335259,"F","E","E","N"
"P27",1.38290311613,"F","B","F","N"
"P27",0.899765211671,"B","C","C","N"
"P27",0.983041830355,"C","D","D","N"
"P27",1.26639566922,"E","D","D","N"
"P27",0.716503898076,"A","C","C","N"
"P27",0.866435539449,"A","B","A","N"
"P27",1.08301197205,"D","B","D","N"
"P27",0.916400687211,"C","B","C","N"
"P27",0.833088905013,"B","A","A","N"
"P27",0.949742918689,"F","D","D","N"
"P27",0.966374069465,"D","C","C","N"
"P27",0.766466919546,"E","A","A","N"
"P27",0.983056070796,"D","E","E","N"
"P27",1.11635269978,"E","B","E","N"
"P27",0.599813298346,"C","A","A","N"
"P27",0.599844167171,"E","C","C","N"
"P27",0.533217438901,"A","E","E","N"
"P27",0.766438706331,"C","E","E","N"
"P27",0.816444692729,"C","F","C","N"
"P27",0.933039732634,"A","F","A","N"
"P27",1.08302767713,"D","F","D","N"
"P27",0.683161886144,"F","D","D","N"
"P27",0.716486833607,"C","A","A","N"
"P27",0.833110619053,"B","D","D","N"
"P27",0.849744284087,"D","F","D","N"
"P27",0.616484463709,"B","A","A","N"
"P27",0.733147090823,"B","C","C","N"
"P27",0.79977980098,"D","A","A","N"
"P27",0.716488544866,"B","E","E","N"
"P27",0.766437371007,"F","B","F","N"
"P27",0.449917037026,"A","C","C","N"
"P27",0.88303882287,"C","D","D","N"
"P27",1.06635480352,"A","D","A","N"
"P27",1.03306181359,"E","B","E","N"
"P27",0.883138124006,"A","F","A","N"
"P27",0.649782382905,"E","A","A","N"
"P27",1.0163940948,"A","E","E","N"
"P27",0.91639981504,"C","F","C","N"
"P27",0.699816435153,"D","E","E","N"
"P27",0.933063088762,"E","D","E","N"
"P27",0.599857568523,"F","C","C","N"
"P27",0.633137839799,"C","B","C","N"
"P27",0.833105635651,"A","B","A","N"
"P27",0.716486114818,"F","E","E","N"
"P27",0.799774808555,"D","B","D","N"
"P27",0.94975451555,"B","F","B","N"
"P27",0.616523536953,"D","C","C","N"
"P27",0.633168961253,"F","A","A","N"
"P27",0.799797448901,"E","C","C","N"
"P27",0.733095942526,"C","E","E","N"
"P27",0.616505645425,"E","F","E","N"
"P27",0.949727472246,"B","A","A","N"
"P27",0.59982203509,"E","A","A","N"
"P27",1.11633521426,"F","E","E","N"
"P27",0.783130304545,"B","E","E","N"
"P27",0.883074344274,"F","C","C","N"
"P27",0.883048079909,"C","B","C","N"
"P27",0.583178749112,"A","C","C","N"
"P27",1.21628211411,"B","F","F","N"
"P27",1.38292655346,"D","E","E","N"
"P27",0.699818567459,"D","A","A","N"
"P27",1.14961670658,"C","D","C","N"
"P27",0.849705899557,"F","A","A","N"
"P27",0.833058544452,"E","F","E","N"
"P27",0.899763578606,"A","B","A","N"
"P27",1.18282770946,"D","F","D","N"
"P27",1.06634739007,"D","B","D","N"
"P27",0.933034451491,"A","E","A","N"
"P27",1.1996552881,"E","B","E","N"
"P27",0.816390879802,"A","F","A","N"
"P27",0.916404052586,"F","D","D","N"
"P27",1.08298768661,"F","B","B","N"
"P27",0.799720397139,"E","D","D","N"
"P27",0.666495541779,"D","C","C","N"
"P27",1.03307500442,"A","D","A","N"
"P27",0.866406294666,"B","C","C","N"
"P27",0.54988131412,"E","C","C","N"
"P27",0.599833436465,"C","F","C","N"
"P27",0.633161896671,"C","E","C","N"
"P27",1.066354196,"B","D","D","N"
"P27",0.583163907174,"C","A","A","N"
"P27",0.566519556546,"B","C","C","N"
"P27",0.883081162243,"A","D","A","N"
"P27",0.966421286978,"F","B","B","N"
"P27",0.799727783521,"A","C","A","N"
"P27",0.616485035132,"D","C","C","N"
"P27",0.766461875995,"E","F","E","N"
"P27",0.683162917711,"E","A","A","N"
"P27",0.699808579603,"F","A","A","N"
"P27",0.816473023237,"F","D","D","N"
"P27",0.666484122359,"C","B","C","N"
"P27",0.783124033939,"F","E","E","N"
"P27",0.549873133761,"C","A","C","N"
"P27",0.483241632613,"F","C","C","N"
"P27",0.449879584817,"E","C","C","N"
"P27",0.649840547662,"A","E","A","N"
"P27",0.699923540712,"D","E","D","N"
"P27",0.933066601505,"D","F","D","N"
"P27",0.799788835464,"C","D","C","N"
"P27",0.783095709447,"E","D","E","N"
"P27",0.783123946722,"A","B","A","N"
"P27",0.799799758649,"D","B","D","N"
"P27",0.899632298884,"B","D","D","N"
"P27",0.649817176498,"C","F","C","N"
"P27",0.516512974666,"B","A","A","N"
"P27",0.483213681049,"C","E","C","N"
"P27",0.566529794025,"A","F","A","N"
"P27",0.583232965042,"B","E","E","N"
"P27",0.899756249366,"B","F","B","N"
"P27",0.566528530881,"D","A","A","N"
"P27",0.53318209494,"E","B","E","N"
"P28",0.616514979587,"E","C","E","N"
"P28",0.233293349675,"A","C","C","N"
"P28",0.583186069278,"B","E","E","N"
"P28",0.849776206194,"F","E","E","N"
"P28",0.516549240981,"E","A","E","N"
"P28",0.483231461418,"A","F","A","N"
"P28",0.566502101488,"C","B","C","N"
"P28",0.633170905483,"D","A","A","N"
"P28",0.633185151992,"B","A","A","N"
"P28",0.86643980722,"D","E","E","N"
"P28",0.733243115466,"B","F","F","N"
"P28",0.449956379274,"E","B","E","N"
"P28",1.01637899565,"A","E","E","N"
"P28",0.516496663935,"A","D","A","N"
"P28",0.749813150278,"D","F","D","N"
"P28",0.916439804212,"D","B","D","N"
"P28",0.666493235389,"B","D","D","N"
"P28",0.533169624288,"C","E","C","N"
"P28",0.516574564101,"F","B","F","N"
"P28",0.583139209479,"B","C","C","N"
"P28",0.649768067909,"F","D","D","N"
"P28",0.649813339749,"F","C","C","N"
